"product_key","order_date_key","due_date_key","ship_date_key","customer_key","promotion_key","currency_key","sales_territory_key","sales_order_number","sales_order_line_number","revision_number","order_quantity","unit_price","extended_amount","unit_price_discount_pct","discount_amount","product_standard_cost","total_product_cost","sales_amount","tax_amt","freight","carrier_tracking_number","customer_po_number","order_date","due_date","ship_date"
344,20110212,20110224,20110219,25872,1,100,1,"SO43990",1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,\N,\N,"2011-02-12 00:00:00.000000","2011-02-24 00:00:00.000000","2011-02-19 00:00:00.000000"
310,20110212,20110224,20110219,16660,1,6,9,"SO43991",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-12 00:00:00.000000","2011-02-24 00:00:00.000000","2011-02-19 00:00:00.000000"
311,20110212,20110224,20110219,16638,1,6,9,"SO43992",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-12 00:00:00.000000","2011-02-24 00:00:00.000000","2011-02-19 00:00:00.000000"
314,20110214,20110226,20110221,16929,1,6,9,"SO43993",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-14 00:00:00.000000","2011-02-26 00:00:00.000000","2011-02-21 00:00:00.000000"
314,20110215,20110227,20110222,27681,1,100,4,"SO43994",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-15 00:00:00.000000","2011-02-27 00:00:00.000000","2011-02-22 00:00:00.000000"
312,20110215,20110227,20110222,21813,1,19,6,"SO43995",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-15 00:00:00.000000","2011-02-27 00:00:00.000000","2011-02-22 00:00:00.000000"
310,20110215,20110227,20110222,27920,1,100,4,"SO43996",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-15 00:00:00.000000","2011-02-27 00:00:00.000000","2011-02-22 00:00:00.000000"
310,20110215,20110227,20110222,28022,1,100,4,"SO43997",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-15 00:00:00.000000","2011-02-27 00:00:00.000000","2011-02-22 00:00:00.000000"
348,20110215,20110227,20110222,11033,1,6,9,"SO43998",1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,\N,\N,"2011-02-15 00:00:00.000000","2011-02-27 00:00:00.000000","2011-02-22 00:00:00.000000"
311,20110215,20110227,20110222,28047,1,100,1,"SO43999",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-15 00:00:00.000000","2011-02-27 00:00:00.000000","2011-02-22 00:00:00.000000"
311,20110216,20110228,20110223,27918,1,100,4,"SO44000",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-16 00:00:00.000000","2011-02-28 00:00:00.000000","2011-02-23 00:00:00.000000"
313,20110216,20110228,20110223,28044,1,100,4,"SO44001",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-16 00:00:00.000000","2011-02-28 00:00:00.000000","2011-02-23 00:00:00.000000"
336,20110216,20110228,20110223,14572,1,100,4,"SO44002",1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,\N,\N,"2011-02-16 00:00:00.000000","2011-02-28 00:00:00.000000","2011-02-23 00:00:00.000000"
342,20110216,20110228,20110223,19325,1,29,8,"SO44003",1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,\N,\N,"2011-02-16 00:00:00.000000","2011-02-28 00:00:00.000000","2011-02-23 00:00:00.000000"
310,20110216,20110228,20110223,28061,1,100,4,"SO44004",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-16 00:00:00.000000","2011-02-28 00:00:00.000000","2011-02-23 00:00:00.000000"
334,20110216,20110228,20110223,26629,1,19,6,"SO44005",1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,\N,\N,"2011-02-16 00:00:00.000000","2011-02-28 00:00:00.000000","2011-02-23 00:00:00.000000"
310,20110216,20110228,20110223,16744,1,6,9,"SO44006",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-16 00:00:00.000000","2011-02-28 00:00:00.000000","2011-02-23 00:00:00.000000"
320,20110216,20110228,20110223,25555,1,6,9,"SO44007",1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,\N,\N,"2011-02-16 00:00:00.000000","2011-02-28 00:00:00.000000","2011-02-23 00:00:00.000000"
312,20110217,20110301,20110224,27678,1,100,1,"SO44008",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-17 00:00:00.000000","2011-03-01 00:00:00.000000","2011-02-24 00:00:00.000000"
314,20110217,20110301,20110224,27759,1,100,1,"SO44009",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-17 00:00:00.000000","2011-03-01 00:00:00.000000","2011-02-24 00:00:00.000000"
310,20110217,20110301,20110224,13680,1,98,10,"SO44010",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-17 00:00:00.000000","2011-03-01 00:00:00.000000","2011-02-24 00:00:00.000000"
310,20110217,20110301,20110224,13514,1,29,8,"SO44011",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-17 00:00:00.000000","2011-03-01 00:00:00.000000","2011-02-24 00:00:00.000000"
349,20110217,20110301,20110224,11052,1,6,9,"SO44012",1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,\N,\N,"2011-02-17 00:00:00.000000","2011-03-01 00:00:00.000000","2011-02-24 00:00:00.000000"
312,20110217,20110301,20110224,16928,1,6,9,"SO44013",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-17 00:00:00.000000","2011-03-01 00:00:00.000000","2011-02-24 00:00:00.000000"
313,20110218,20110302,20110225,27917,1,100,4,"SO44014",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-18 00:00:00.000000","2011-03-02 00:00:00.000000","2011-02-25 00:00:00.000000"
311,20110218,20110302,20110225,13693,1,98,10,"SO44015",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-18 00:00:00.000000","2011-03-02 00:00:00.000000","2011-02-25 00:00:00.000000"
350,20110218,20110302,20110225,11247,1,98,10,"SO44016",1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,\N,\N,"2011-02-18 00:00:00.000000","2011-03-02 00:00:00.000000","2011-02-25 00:00:00.000000"
310,20110218,20110302,20110225,28078,1,100,1,"SO44017",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-18 00:00:00.000000","2011-03-02 00:00:00.000000","2011-02-25 00:00:00.000000"
350,20110218,20110302,20110225,25876,1,100,1,"SO44018",1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,\N,\N,"2011-02-18 00:00:00.000000","2011-03-02 00:00:00.000000","2011-02-25 00:00:00.000000"
310,20110218,20110302,20110225,16701,1,6,9,"SO44019",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-18 00:00:00.000000","2011-03-02 00:00:00.000000","2011-02-25 00:00:00.000000"
311,20110218,20110302,20110225,16931,1,6,9,"SO44020",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-18 00:00:00.000000","2011-03-02 00:00:00.000000","2011-02-25 00:00:00.000000"
348,20110218,20110302,20110225,11032,1,6,9,"SO44021",1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,\N,\N,"2011-02-18 00:00:00.000000","2011-03-02 00:00:00.000000","2011-02-25 00:00:00.000000"
313,20110219,20110303,20110226,22008,1,19,6,"SO44022",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-19 00:00:00.000000","2011-03-03 00:00:00.000000","2011-02-26 00:00:00.000000"
349,20110219,20110303,20110226,19830,1,19,6,"SO44023",1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,\N,\N,"2011-02-19 00:00:00.000000","2011-03-03 00:00:00.000000","2011-02-26 00:00:00.000000"
314,20110219,20110303,20110226,16663,1,6,9,"SO44024",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-19 00:00:00.000000","2011-03-03 00:00:00.000000","2011-02-26 00:00:00.000000"
314,20110219,20110303,20110226,16708,1,6,9,"SO44025",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-19 00:00:00.000000","2011-03-03 00:00:00.000000","2011-02-26 00:00:00.000000"
310,20110219,20110303,20110226,17045,1,6,9,"SO44026",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-19 00:00:00.000000","2011-03-03 00:00:00.000000","2011-02-26 00:00:00.000000"
310,20110220,20110304,20110227,21921,1,19,6,"SO44027",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-20 00:00:00.000000","2011-03-04 00:00:00.000000","2011-02-27 00:00:00.000000"
312,20110220,20110304,20110227,17048,1,6,9,"SO44028",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-20 00:00:00.000000","2011-03-04 00:00:00.000000","2011-02-27 00:00:00.000000"
350,20110220,20110304,20110227,11050,1,6,9,"SO44029",1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,\N,\N,"2011-02-20 00:00:00.000000","2011-03-04 00:00:00.000000","2011-02-27 00:00:00.000000"
311,20110221,20110305,20110228,12131,1,39,7,"SO44030",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-21 00:00:00.000000","2011-03-05 00:00:00.000000","2011-02-28 00:00:00.000000"
313,20110221,20110305,20110228,13689,1,98,10,"SO44031",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-21 00:00:00.000000","2011-03-05 00:00:00.000000","2011-02-28 00:00:00.000000"
344,20110221,20110305,20110228,11243,1,98,10,"SO44032",1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,\N,\N,"2011-02-21 00:00:00.000000","2011-03-05 00:00:00.000000","2011-02-28 00:00:00.000000"
314,20110221,20110305,20110228,16693,1,6,9,"SO44033",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-21 00:00:00.000000","2011-03-05 00:00:00.000000","2011-02-28 00:00:00.000000"
313,20110221,20110305,20110228,16702,1,6,9,"SO44034",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-21 00:00:00.000000","2011-03-05 00:00:00.000000","2011-02-28 00:00:00.000000"
312,20110221,20110305,20110228,16707,1,6,9,"SO44035",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-21 00:00:00.000000","2011-03-05 00:00:00.000000","2011-02-28 00:00:00.000000"
310,20110221,20110305,20110228,17046,1,6,9,"SO44036",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-21 00:00:00.000000","2011-03-05 00:00:00.000000","2011-02-28 00:00:00.000000"
328,20110221,20110305,20110228,25272,1,6,9,"SO44037",1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,\N,\N,"2011-02-21 00:00:00.000000","2011-03-05 00:00:00.000000","2011-02-28 00:00:00.000000"
344,20110221,20110305,20110228,25868,1,100,4,"SO44038",1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,\N,\N,"2011-02-21 00:00:00.000000","2011-03-05 00:00:00.000000","2011-02-28 00:00:00.000000"
342,20110222,20110306,20110301,17971,1,39,7,"SO44039",1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,\N,\N,"2011-02-22 00:00:00.000000","2011-03-06 00:00:00.000000","2011-03-01 00:00:00.000000"
351,20110222,20110306,20110301,11057,1,6,9,"SO44040",1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,\N,\N,"2011-02-22 00:00:00.000000","2011-03-06 00:00:00.000000","2011-03-01 00:00:00.000000"
313,20110222,20110306,20110301,16742,1,6,9,"SO44041",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-22 00:00:00.000000","2011-03-06 00:00:00.000000","2011-03-01 00:00:00.000000"
313,20110223,20110307,20110302,13678,1,98,10,"SO44042",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-23 00:00:00.000000","2011-03-07 00:00:00.000000","2011-03-02 00:00:00.000000"
311,20110223,20110307,20110302,13679,1,98,10,"SO44043",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-23 00:00:00.000000","2011-03-07 00:00:00.000000","2011-03-02 00:00:00.000000"
314,20110223,20110307,20110302,13690,1,98,10,"SO44044",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-23 00:00:00.000000","2011-03-07 00:00:00.000000","2011-03-02 00:00:00.000000"
344,20110223,20110307,20110302,28394,1,39,7,"SO44045",1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,\N,\N,"2011-02-23 00:00:00.000000","2011-03-07 00:00:00.000000","2011-03-02 00:00:00.000000"
313,20110223,20110307,20110302,28064,1,100,1,"SO44046",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-23 00:00:00.000000","2011-03-07 00:00:00.000000","2011-03-02 00:00:00.000000"
344,20110223,20110307,20110302,25878,1,100,4,"SO44047",1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,\N,\N,"2011-02-23 00:00:00.000000","2011-03-07 00:00:00.000000","2011-03-02 00:00:00.000000"
314,20110223,20110307,20110302,16713,1,6,9,"SO44048",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-23 00:00:00.000000","2011-03-07 00:00:00.000000","2011-03-02 00:00:00.000000"
314,20110224,20110308,20110303,13538,1,29,8,"SO44049",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-24 00:00:00.000000","2011-03-08 00:00:00.000000","2011-03-03 00:00:00.000000"
310,20110224,20110308,20110303,17050,1,6,9,"SO44050",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-24 00:00:00.000000","2011-03-08 00:00:00.000000","2011-03-03 00:00:00.000000"
310,20110225,20110309,20110304,13691,1,98,10,"SO44051",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-25 00:00:00.000000","2011-03-09 00:00:00.000000","2011-03-04 00:00:00.000000"
314,20110225,20110309,20110304,16637,1,6,9,"SO44052",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-25 00:00:00.000000","2011-03-09 00:00:00.000000","2011-03-04 00:00:00.000000"
338,20110226,20110310,20110305,19329,1,29,8,"SO44053",1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,\N,\N,"2011-02-26 00:00:00.000000","2011-03-10 00:00:00.000000","2011-03-05 00:00:00.000000"
314,20110226,20110310,20110305,13542,1,29,8,"SO44054",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-26 00:00:00.000000","2011-03-10 00:00:00.000000","2011-03-05 00:00:00.000000"
310,20110226,20110310,20110305,13543,1,29,8,"SO44055",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-26 00:00:00.000000","2011-03-10 00:00:00.000000","2011-03-05 00:00:00.000000"
314,20110226,20110310,20110305,13559,1,29,8,"SO44056",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-26 00:00:00.000000","2011-03-10 00:00:00.000000","2011-03-05 00:00:00.000000"
338,20110226,20110310,20110305,14577,1,100,1,"SO44057",1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,\N,\N,"2011-02-26 00:00:00.000000","2011-03-10 00:00:00.000000","2011-03-05 00:00:00.000000"
350,20110226,20110310,20110305,11056,1,6,9,"SO44058",1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,\N,\N,"2011-02-26 00:00:00.000000","2011-03-10 00:00:00.000000","2011-03-05 00:00:00.000000"
313,20110226,20110310,20110305,16688,1,6,9,"SO44059",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-26 00:00:00.000000","2011-03-10 00:00:00.000000","2011-03-05 00:00:00.000000"
342,20110226,20110310,20110305,25273,1,6,9,"SO44060",1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,\N,\N,"2011-02-26 00:00:00.000000","2011-03-10 00:00:00.000000","2011-03-05 00:00:00.000000"
310,20110227,20110311,20110306,27919,1,100,1,"SO44061",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-27 00:00:00.000000","2011-03-11 00:00:00.000000","2011-03-06 00:00:00.000000"
310,20110227,20110311,20110306,28041,1,100,1,"SO44062",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-27 00:00:00.000000","2011-03-11 00:00:00.000000","2011-03-06 00:00:00.000000"
344,20110227,20110311,20110306,11240,1,98,10,"SO44063",1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,\N,\N,"2011-02-27 00:00:00.000000","2011-03-11 00:00:00.000000","2011-03-06 00:00:00.000000"
310,20110227,20110311,20110306,22050,1,19,6,"SO44064",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-27 00:00:00.000000","2011-03-11 00:00:00.000000","2011-03-06 00:00:00.000000"
310,20110227,20110311,20110306,28062,1,100,4,"SO44065",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-27 00:00:00.000000","2011-03-11 00:00:00.000000","2011-03-06 00:00:00.000000"
344,20110227,20110311,20110306,25867,1,100,4,"SO44066",1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,\N,\N,"2011-02-27 00:00:00.000000","2011-03-11 00:00:00.000000","2011-03-06 00:00:00.000000"
310,20110227,20110311,20110306,17049,1,6,9,"SO44067",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-27 00:00:00.000000","2011-03-11 00:00:00.000000","2011-03-06 00:00:00.000000"
313,20110228,20110312,20110307,13541,1,29,8,"SO44068",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-28 00:00:00.000000","2011-03-12 00:00:00.000000","2011-03-07 00:00:00.000000"
349,20110228,20110312,20110307,28395,1,39,7,"SO44069",1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,\N,\N,"2011-02-28 00:00:00.000000","2011-03-12 00:00:00.000000","2011-03-07 00:00:00.000000"
349,20110228,20110312,20110307,19829,1,19,6,"SO44070",1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,\N,\N,"2011-02-28 00:00:00.000000","2011-03-12 00:00:00.000000","2011-03-07 00:00:00.000000"
313,20110228,20110312,20110307,16691,1,6,9,"SO44071",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-28 00:00:00.000000","2011-03-12 00:00:00.000000","2011-03-07 00:00:00.000000"
311,20110228,20110312,20110307,16656,1,6,9,"SO44072",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-02-28 00:00:00.000000","2011-03-12 00:00:00.000000","2011-03-07 00:00:00.000000"
351,20110228,20110312,20110307,11044,1,6,9,"SO44073",1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,\N,\N,"2011-02-28 00:00:00.000000","2011-03-12 00:00:00.000000","2011-03-07 00:00:00.000000"
310,20110301,20110313,20110308,13821,1,98,10,"SO44134",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
310,20110301,20110313,20110308,28156,1,100,4,"SO44135",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
311,20110301,20110313,20110308,22114,1,19,6,"SO44136",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
314,20110301,20110313,20110308,17328,1,6,9,"SO44137",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
310,20110302,20110314,20110309,13765,1,98,10,"SO44138",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-03-02 00:00:00.000000","2011-03-14 00:00:00.000000","2011-03-09 00:00:00.000000"
311,20110302,20110314,20110309,13792,1,98,10,"SO44139",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-03-02 00:00:00.000000","2011-03-14 00:00:00.000000","2011-03-09 00:00:00.000000"
311,20110302,20110314,20110309,12221,1,39,7,"SO44140",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-03-02 00:00:00.000000","2011-03-14 00:00:00.000000","2011-03-09 00:00:00.000000"
313,20110302,20110314,20110309,13572,1,29,8,"SO44141",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-03-02 00:00:00.000000","2011-03-14 00:00:00.000000","2011-03-09 00:00:00.000000"
313,20110302,20110314,20110309,22058,1,19,6,"SO44142",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-03-02 00:00:00.000000","2011-03-14 00:00:00.000000","2011-03-09 00:00:00.000000"
313,20110302,20110314,20110309,28145,1,100,4,"SO44143",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-03-02 00:00:00.000000","2011-03-14 00:00:00.000000","2011-03-09 00:00:00.000000"
312,20110302,20110314,20110309,17071,1,6,9,"SO44144",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-03-02 00:00:00.000000","2011-03-14 00:00:00.000000","2011-03-09 00:00:00.000000"
310,20110302,20110314,20110309,17309,1,6,9,"SO44145",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-03-02 00:00:00.000000","2011-03-14 00:00:00.000000","2011-03-09 00:00:00.000000"
313,20110302,20110314,20110309,17310,1,6,9,"SO44146",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-03-02 00:00:00.000000","2011-03-14 00:00:00.000000","2011-03-09 00:00:00.000000"
310,20110302,20110314,20110309,17320,1,6,9,"SO44147",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-03-02 00:00:00.000000","2011-03-14 00:00:00.000000","2011-03-09 00:00:00.000000"
310,20110303,20110315,20110310,28172,1,100,4,"SO44148",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-03-03 00:00:00.000000","2011-03-15 00:00:00.000000","2011-03-10 00:00:00.000000"
312,20110303,20110315,20110310,17242,1,6,9,"SO44149",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-03-03 00:00:00.000000","2011-03-15 00:00:00.000000","2011-03-10 00:00:00.000000"
312,20110303,20110315,20110310,17315,1,6,9,"SO44150",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-03-03 00:00:00.000000","2011-03-15 00:00:00.000000","2011-03-10 00:00:00.000000"
328,20110303,20110315,20110310,25558,1,6,9,"SO44151",1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,\N,\N,"2011-03-03 00:00:00.000000","2011-03-15 00:00:00.000000","2011-03-10 00:00:00.000000"
346,20110304,20110316,20110311,11334,1,98,10,"SO44152",1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,\N,\N,"2011-03-04 00:00:00.000000","2011-03-16 00:00:00.000000","2011-03-11 00:00:00.000000"
312,20110304,20110316,20110311,28168,1,100,4,"SO44153",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-03-04 00:00:00.000000","2011-03-16 00:00:00.000000","2011-03-11 00:00:00.000000"
