"product_key","order_date_key","due_date_key","ship_date_key","reseller_key","employee_key","promotion_key","currency_key","sales_territory_key","sales_order_number","sales_order_line_number","revision_number","order_quantity","unit_price","extended_amount","unit_price_discount_pct","discount_amount","product_standard_cost","total_product_cost","sales_amount","tax_amt","freight","carrier_tracking_number","customer_po_number","order_date","due_date","ship_date"
304,20110301,20110313,20110308,293,287,1,100,1,"SO44100",4,1,2,714.7043,1429.4086,0,0,617.0281,1234.0562,1429.4086,114.3527,35.7352,"D5BC-4BB2-BF","PO13543119495","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
349,20110301,20110313,20110308,293,287,1,100,1,"SO44100",5,1,7,2024.994,14174.958,0,0,1898.0944,13286.6608,14174.958,1133.9966,354.374,"D5BC-4BB2-BF","PO13543119495","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
347,20110301,20110313,20110308,293,287,1,100,1,"SO44100",6,1,3,2039.994,6119.982,0,0,1912.1544,5736.4632,6119.982,489.5986,152.9996,"D5BC-4BB2-BF","PO13543119495","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
296,20110301,20110313,20110308,293,287,1,100,1,"SO44100",7,1,2,714.7043,1429.4086,0,0,617.0281,1234.0562,1429.4086,114.3527,35.7352,"D5BC-4BB2-BF","PO13543119495","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
300,20110301,20110313,20110308,293,287,1,100,1,"SO44100",8,1,5,809.76,4048.8,0,0,699.0928,3495.464,4048.8,323.904,101.22,"D5BC-4BB2-BF","PO13543119495","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
350,20110301,20110313,20110308,293,287,2,100,1,"SO44100",9,1,11,1957.4942,21532.4362,0.02,430.6487,1898.0944,20879.0384,21101.7875,1688.143,527.5447,"D5BC-4BB2-BF","PO13543119495","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
235,20110301,20110313,20110308,293,287,1,100,1,"SO44100",10,1,3,28.8404,86.5212,0,0,31.7244,95.1732,86.5212,6.9217,2.163,"D5BC-4BB2-BF","PO13543119495","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
346,20110301,20110313,20110308,293,287,1,100,1,"SO44100",11,1,1,2039.994,2039.994,0,0,1912.1544,1912.1544,2039.994,163.1995,50.9999,"D5BC-4BB2-BF","PO13543119495","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
215,20110301,20110313,20110308,293,287,1,100,1,"SO44100",12,1,2,20.1865,40.373,0,0,12.0278,24.0556,40.373,3.2298,1.0093,"D5BC-4BB2-BF","PO13543119495","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
232,20110301,20110313,20110308,293,287,1,100,1,"SO44100",13,1,6,28.8404,173.0424,0,0,31.7244,190.3464,173.0424,13.8434,4.3261,"D5BC-4BB2-BF","PO13543119495","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
229,20110301,20110313,20110308,293,287,1,100,1,"SO44100",14,1,2,28.8404,57.6808,0,0,31.7244,63.4488,57.6808,4.6145,1.442,"D5BC-4BB2-BF","PO13543119495","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
344,20110301,20110313,20110308,293,287,1,100,1,"SO44100",15,1,2,2039.994,4079.988,0,0,1912.1544,3824.3088,4079.988,326.399,101.9997,"D5BC-4BB2-BF","PO13543119495","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
292,20110301,20110313,20110308,293,287,1,100,1,"SO44100",16,1,3,818.7,2456.1,0,0,706.811,2120.433,2456.1,196.488,61.4025,"D5BC-4BB2-BF","PO13543119495","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
223,20110301,20110313,20110308,293,287,1,100,1,"SO44100",17,1,5,5.1865,25.9325,0,0,5.7052,28.526,25.9325,2.0746,0.6483,"D5BC-4BB2-BF","PO13543119495","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
348,20110301,20110313,20110308,293,287,1,100,1,"SO44100",18,1,4,2024.994,8099.976,0,0,1898.0944,7592.3776,8099.976,647.9981,202.4994,"D5BC-4BB2-BF","PO13543119495","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
220,20110301,20110313,20110308,293,287,1,100,1,"SO44100",19,1,4,20.1865,80.746,0,0,12.0278,48.1112,80.746,6.4597,2.0187,"D5BC-4BB2-BF","PO13543119495","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
345,20110301,20110313,20110308,293,287,1,100,1,"SO44100",20,1,3,2039.994,6119.982,0,0,1912.1544,5736.4632,6119.982,489.5986,152.9996,"D5BC-4BB2-BF","PO13543119495","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
212,20110301,20110313,20110308,293,287,1,100,1,"SO44100",21,1,1,20.1865,20.1865,0,0,12.0278,12.0278,20.1865,1.6149,0.5047,"D5BC-4BB2-BF","PO13543119495","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
270,20110301,20110313,20110308,675,285,1,100,5,"SO44101",1,1,1,183.9382,183.9382,0,0,181.4857,181.4857,183.9382,14.7151,4.5985,"F33F-41D4-81","PO11977181307","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
324,20110301,20110313,20110308,675,285,1,100,5,"SO44101",2,1,2,419.4589,838.9178,0,0,413.1463,826.2926,838.9178,67.1134,20.9729,"F33F-41D4-81","PO11977181307","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
310,20110301,20110313,20110308,675,285,1,100,5,"SO44101",3,1,4,2146.962,8587.848,0,0,2171.2942,8685.1768,8587.848,687.0278,214.6962,"F33F-41D4-81","PO11977181307","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
262,20110301,20110313,20110308,675,285,1,100,5,"SO44101",4,1,1,183.9382,183.9382,0,0,181.4857,181.4857,183.9382,14.7151,4.5985,"F33F-41D4-81","PO11977181307","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
319,20110301,20110313,20110308,386,285,1,100,5,"SO44102",1,1,2,874.794,1749.588,0,0,884.7083,1769.4166,1749.588,139.967,43.7397,"BAC5-4B76-AB","PO11426145969","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
326,20110301,20110313,20110308,386,285,1,100,5,"SO44102",2,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"BAC5-4B76-AB","PO11426145969","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
232,20110301,20110313,20110308,386,285,1,100,5,"SO44102",3,1,3,28.8404,86.5212,0,0,31.7244,95.1732,86.5212,6.9217,2.163,"BAC5-4B76-AB","PO11426145969","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
342,20110301,20110313,20110308,386,285,1,100,5,"SO44102",4,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"BAC5-4B76-AB","PO11426145969","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
322,20110301,20110313,20110308,386,285,1,100,5,"SO44102",5,1,2,419.4589,838.9178,0,0,413.1463,826.2926,838.9178,67.1134,20.9729,"BAC5-4B76-AB","PO11426145969","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
342,20110301,20110313,20110308,156,284,1,19,6,"SO44103",1,1,4,419.4589,1677.8356,0,0,413.1463,1652.5852,1677.8356,134.2268,41.9459,"5754-4536-B8","PO11107175113","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
326,20110301,20110313,20110308,156,284,1,19,6,"SO44103",2,1,3,419.4589,1258.3767,0,0,413.1463,1239.4389,1258.3767,100.6701,31.4594,"5754-4536-B8","PO11107175113","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
322,20110301,20110313,20110308,156,284,1,19,6,"SO44103",3,1,2,419.4589,838.9178,0,0,413.1463,826.2926,838.9178,67.1134,20.9729,"5754-4536-B8","PO11107175113","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
232,20110301,20110313,20110308,156,284,1,19,6,"SO44103",4,1,1,28.8404,28.8404,0,0,31.7244,31.7244,28.8404,2.3072,0.721,"5754-4536-B8","PO11107175113","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
223,20110301,20110313,20110308,156,284,1,19,6,"SO44103",5,1,2,5.1865,10.373,0,0,5.7052,11.4104,10.373,0.8298,0.2593,"5754-4536-B8","PO11107175113","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
346,20110301,20110313,20110308,498,284,1,19,6,"SO44104",1,1,1,2039.994,2039.994,0,0,1912.1544,1912.1544,2039.994,163.1995,50.9999,"FF83-4094-A9","PO10585171940","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
345,20110301,20110313,20110308,498,284,1,19,6,"SO44104",2,1,1,2039.994,2039.994,0,0,1912.1544,1912.1544,2039.994,163.1995,50.9999,"FF83-4094-A9","PO10585171940","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
346,20110301,20110313,20110308,453,283,1,100,3,"SO44105",1,1,1,2039.994,2039.994,0,0,1912.1544,1912.1544,2039.994,163.1995,50.9999,"04AE-4901-90","PO10382117173","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
219,20110301,20110313,20110308,453,283,1,100,3,"SO44105",2,1,2,5.7,11.4,0,0,3.3963,6.7926,11.4,0.912,0.285,"04AE-4901-90","PO10382117173","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
348,20110301,20110313,20110308,453,283,1,100,3,"SO44105",3,1,1,2024.994,2024.994,0,0,1898.0944,1898.0944,2024.994,161.9995,50.6249,"04AE-4901-90","PO10382117173","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
350,20110301,20110313,20110308,453,283,1,100,3,"SO44105",4,1,1,2024.994,2024.994,0,0,1898.0944,1898.0944,2024.994,161.9995,50.6249,"04AE-4901-90","PO10382117173","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
328,20110301,20110313,20110308,116,285,1,100,5,"SO44106",1,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"FBFE-47AC-B6","PO319178820","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
342,20110301,20110313,20110308,647,283,1,100,4,"SO44107",1,1,3,419.4589,1258.3767,0,0,413.1463,1239.4389,1258.3767,100.6701,31.4594,"99CE-4ADA-B1","PO261177749","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
332,20110301,20110313,20110308,647,283,1,100,4,"SO44107",2,1,2,419.4589,838.9178,0,0,413.1463,826.2926,838.9178,67.1134,20.9729,"99CE-4ADA-B1","PO261177749","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
334,20110301,20110313,20110308,647,283,1,100,4,"SO44107",3,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"99CE-4ADA-B1","PO261177749","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
328,20110301,20110313,20110308,647,283,1,100,4,"SO44107",4,1,4,419.4589,1677.8356,0,0,413.1463,1652.5852,1677.8356,134.2268,41.9459,"99CE-4ADA-B1","PO261177749","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
322,20110301,20110313,20110308,647,283,1,100,4,"SO44107",5,1,5,419.4589,2097.2945,0,0,413.1463,2065.7315,2097.2945,167.7836,52.4324,"99CE-4ADA-B1","PO261177749","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
324,20110301,20110313,20110308,647,283,1,100,4,"SO44107",6,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"99CE-4ADA-B1","PO261177749","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
317,20110301,20110313,20110308,647,283,1,100,4,"SO44107",7,1,1,874.794,874.794,0,0,884.7083,884.7083,874.794,69.9835,21.8699,"99CE-4ADA-B1","PO261177749","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
319,20110301,20110313,20110308,647,283,1,100,4,"SO44107",8,1,2,874.794,1749.588,0,0,884.7083,1769.4166,1749.588,139.967,43.7397,"99CE-4ADA-B1","PO261177749","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
315,20110301,20110313,20110308,647,283,1,100,4,"SO44107",9,1,3,874.794,2624.382,0,0,884.7083,2654.1249,2624.382,209.9506,65.6096,"99CE-4ADA-B1","PO261177749","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
310,20110301,20110313,20110308,647,283,1,100,4,"SO44107",10,1,1,2146.962,2146.962,0,0,2171.2942,2171.2942,2146.962,171.757,53.6741,"99CE-4ADA-B1","PO261177749","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
253,20110301,20110313,20110308,647,283,1,100,4,"SO44107",11,1,2,178.5808,357.1616,0,0,176.1997,352.3994,357.1616,28.5729,8.929,"99CE-4ADA-B1","PO261177749","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
264,20110301,20110313,20110308,647,283,1,100,4,"SO44107",12,1,1,183.9382,183.9382,0,0,181.4857,181.4857,183.9382,14.7151,4.5985,"99CE-4ADA-B1","PO261177749","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
272,20110301,20110313,20110308,647,283,1,100,4,"SO44107",13,1,1,183.9382,183.9382,0,0,181.4857,181.4857,183.9382,14.7151,4.5985,"99CE-4ADA-B1","PO261177749","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
275,20110301,20110313,20110308,647,283,1,100,4,"SO44107",14,1,2,356.898,713.796,0,0,352.1394,704.2788,713.796,57.1037,17.8449,"99CE-4ADA-B1","PO261177749","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
276,20110301,20110313,20110308,647,283,1,100,4,"SO44107",15,1,1,356.898,356.898,0,0,352.1394,352.1394,356.898,28.5518,8.9225,"99CE-4ADA-B1","PO261177749","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
229,20110301,20110313,20110308,647,283,1,100,4,"SO44107",16,1,1,28.8404,28.8404,0,0,31.7244,31.7244,28.8404,2.3072,0.721,"99CE-4ADA-B1","PO261177749","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
232,20110301,20110313,20110308,647,283,1,100,4,"SO44107",17,1,4,28.8404,115.3616,0,0,31.7244,126.8976,115.3616,9.2289,2.884,"99CE-4ADA-B1","PO261177749","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
235,20110301,20110313,20110308,647,283,1,100,4,"SO44107",18,1,2,28.8404,57.6808,0,0,31.7244,63.4488,57.6808,4.6145,1.442,"99CE-4ADA-B1","PO261177749","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
220,20110301,20110313,20110308,647,283,1,100,4,"SO44107",19,1,1,20.1865,20.1865,0,0,12.0278,12.0278,20.1865,1.6149,0.5047,"99CE-4ADA-B1","PO261177749","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
212,20110301,20110313,20110308,647,283,1,100,4,"SO44107",20,1,2,20.1865,40.373,0,0,12.0278,24.0556,40.373,3.2298,1.0093,"99CE-4ADA-B1","PO261177749","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
215,20110301,20110313,20110308,647,283,1,100,4,"SO44107",21,1,1,20.1865,20.1865,0,0,12.0278,12.0278,20.1865,1.6149,0.5047,"99CE-4ADA-B1","PO261177749","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
322,20110301,20110313,20110308,365,287,1,100,4,"SO44108",1,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"9F98-4EED-9E","PO667110590","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
319,20110301,20110313,20110308,365,287,1,100,4,"SO44108",2,1,2,874.794,1749.588,0,0,884.7083,1769.4166,1749.588,139.967,43.7397,"9F98-4EED-9E","PO667110590","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
332,20110301,20110313,20110308,91,286,1,100,1,"SO44109",1,1,2,419.4589,838.9178,0,0,413.1463,826.2926,838.9178,67.1134,20.9729,"1055-4F53-BB","PO783112882","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
326,20110301,20110313,20110308,91,286,1,100,1,"SO44109",2,1,2,419.4589,838.9178,0,0,413.1463,826.2926,838.9178,67.1134,20.9729,"1055-4F53-BB","PO783112882","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
324,20110301,20110313,20110308,91,286,1,100,1,"SO44109",3,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"1055-4F53-BB","PO783112882","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
342,20110301,20110313,20110308,91,286,1,100,1,"SO44109",4,1,4,419.4589,1677.8356,0,0,413.1463,1652.5852,1677.8356,134.2268,41.9459,"1055-4F53-BB","PO783112882","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
285,20110301,20110313,20110308,91,286,1,100,1,"SO44109",5,1,4,178.5808,714.3232,0,0,176.1997,704.7988,714.3232,57.1459,17.8581,"1055-4F53-BB","PO783112882","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
232,20110301,20110313,20110308,91,286,1,100,1,"SO44109",6,1,2,28.8404,57.6808,0,0,31.7244,63.4488,57.6808,4.6145,1.442,"1055-4F53-BB","PO783112882","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
212,20110301,20110313,20110308,91,286,1,100,1,"SO44109",7,1,4,20.1865,80.746,0,0,12.0278,48.1112,80.746,6.4597,2.0187,"1055-4F53-BB","PO783112882","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
314,20110301,20110313,20110308,91,286,1,100,1,"SO44109",8,1,2,2146.962,4293.924,0,0,2171.2942,4342.5884,4293.924,343.5139,107.3481,"1055-4F53-BB","PO783112882","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
315,20110301,20110313,20110308,91,286,1,100,1,"SO44109",9,1,2,874.794,1749.588,0,0,884.7083,1769.4166,1749.588,139.967,43.7397,"1055-4F53-BB","PO783112882","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
322,20110301,20110313,20110308,91,286,1,100,1,"SO44109",10,1,2,419.4589,838.9178,0,0,413.1463,826.2926,838.9178,67.1134,20.9729,"1055-4F53-BB","PO783112882","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
220,20110301,20110313,20110308,91,286,1,100,1,"SO44109",11,1,1,20.1865,20.1865,0,0,12.0278,12.0278,20.1865,1.6149,0.5047,"1055-4F53-BB","PO783112882","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
319,20110301,20110313,20110308,91,286,1,100,1,"SO44109",12,1,2,874.794,1749.588,0,0,884.7083,1769.4166,1749.588,139.967,43.7397,"1055-4F53-BB","PO783112882","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
223,20110301,20110313,20110308,91,286,1,100,1,"SO44109",13,1,1,5.1865,5.1865,0,0,5.7052,5.7052,5.1865,0.4149,0.1297,"1055-4F53-BB","PO783112882","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
262,20110301,20110313,20110308,91,286,1,100,1,"SO44109",14,1,2,183.9382,367.8764,0,0,181.4857,362.9714,367.8764,29.4301,9.1969,"1055-4F53-BB","PO783112882","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
270,20110301,20110313,20110308,91,286,1,100,1,"SO44109",15,1,1,183.9382,183.9382,0,0,181.4857,181.4857,183.9382,14.7151,4.5985,"1055-4F53-BB","PO783112882","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
332,20110301,20110313,20110308,579,283,1,100,3,"SO44110",1,1,2,419.4589,838.9178,0,0,413.1463,826.2926,838.9178,67.1134,20.9729,"D69E-4EC8-8A","PO1624152036","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
270,20110301,20110313,20110308,579,283,1,100,3,"SO44110",2,1,4,183.9382,735.7528,0,0,181.4857,725.9428,735.7528,58.8602,18.3938,"D69E-4EC8-8A","PO1624152036","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
229,20110301,20110313,20110308,579,283,1,100,3,"SO44110",3,1,1,28.8404,28.8404,0,0,31.7244,31.7244,28.8404,2.3072,0.721,"D69E-4EC8-8A","PO1624152036","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
232,20110301,20110313,20110308,579,283,1,100,3,"SO44110",4,1,5,28.8404,144.202,0,0,31.7244,158.622,144.202,11.5362,3.6051,"D69E-4EC8-8A","PO1624152036","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
322,20110301,20110313,20110308,579,283,1,100,3,"SO44110",5,1,3,419.4589,1258.3767,0,0,413.1463,1239.4389,1258.3767,100.6701,31.4594,"D69E-4EC8-8A","PO1624152036","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
342,20110301,20110313,20110308,579,283,1,100,3,"SO44110",6,1,2,419.4589,838.9178,0,0,413.1463,826.2926,838.9178,67.1134,20.9729,"D69E-4EC8-8A","PO1624152036","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
326,20110301,20110313,20110308,579,283,1,100,3,"SO44110",7,1,5,419.4589,2097.2945,0,0,413.1463,2065.7315,2097.2945,167.7836,52.4324,"D69E-4EC8-8A","PO1624152036","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
319,20110301,20110313,20110308,579,283,1,100,3,"SO44110",8,1,1,874.794,874.794,0,0,884.7083,884.7083,874.794,69.9835,21.8699,"D69E-4EC8-8A","PO1624152036","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
220,20110301,20110313,20110308,579,283,1,100,3,"SO44110",9,1,1,20.1865,20.1865,0,0,12.0278,12.0278,20.1865,1.6149,0.5047,"D69E-4EC8-8A","PO1624152036","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
235,20110301,20110313,20110308,579,283,1,100,3,"SO44110",10,1,2,28.8404,57.6808,0,0,31.7244,63.4488,57.6808,4.6145,1.442,"D69E-4EC8-8A","PO1624152036","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
215,20110301,20110313,20110308,579,283,1,100,3,"SO44110",11,1,5,20.1865,100.9325,0,0,12.0278,60.139,100.9325,8.0746,2.5233,"D69E-4EC8-8A","PO1624152036","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
285,20110301,20110313,20110308,579,283,1,100,3,"SO44110",12,1,1,178.5808,178.5808,0,0,176.1997,176.1997,178.5808,14.2865,4.4645,"D69E-4EC8-8A","PO1624152036","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
328,20110301,20110313,20110308,579,283,1,100,3,"SO44110",13,1,3,419.4589,1258.3767,0,0,413.1463,1239.4389,1258.3767,100.6701,31.4594,"D69E-4EC8-8A","PO1624152036","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
338,20110301,20110313,20110308,579,283,1,100,3,"SO44110",14,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"D69E-4EC8-8A","PO1624152036","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
317,20110301,20110313,20110308,579,283,1,100,3,"SO44110",15,1,4,874.794,3499.176,0,0,884.7083,3538.8332,3499.176,279.9341,87.4794,"D69E-4EC8-8A","PO1624152036","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
315,20110301,20110313,20110308,579,283,1,100,3,"SO44110",16,1,1,874.794,874.794,0,0,884.7083,884.7083,874.794,69.9835,21.8699,"D69E-4EC8-8A","PO1624152036","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
334,20110301,20110313,20110308,579,283,1,100,3,"SO44110",17,1,2,419.4589,838.9178,0,0,413.1463,826.2926,838.9178,67.1134,20.9729,"D69E-4EC8-8A","PO1624152036","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
324,20110301,20110313,20110308,579,283,1,100,3,"SO44110",18,1,2,419.4589,838.9178,0,0,413.1463,826.2926,838.9178,67.1134,20.9729,"D69E-4EC8-8A","PO1624152036","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
223,20110301,20110313,20110308,579,283,1,100,3,"SO44110",19,1,3,5.1865,15.5595,0,0,5.7052,17.1156,15.5595,1.2448,0.389,"D69E-4EC8-8A","PO1624152036","2011-03-01 00:00:00.000000","2011-03-13 00:00:00.000000","2011-03-08 00:00:00.000000"
